"_col0","title","type","address","city","state","postalcode","country","region","latitude","longitude","isopening","rundate"
"christchurch","Christchurch","service","17 Avenger Crescent Wigram","Christchurch","","8042","New Zealand","asia_pacific","-43.552364","172.566657","false","2022-09-05 12:05:22 PDT"
"dc18735","Hotel Gasthof Frohsinn","destination charger","Dorfstrasse 10, 8200 Flurlingen, Switzerland","Flurlingen","","8200","Switzerland","europe","47.683857","8.629654","false","2022-09-05 12:05:22 PDT"
"oshkoshsupercharger","Oshkosh, WI Supercharger","supercharger","2415 Westowne Avenue Oshkosh, Wisconsin United States 54904-7776","Oshkosh","WI","54904-7776","United States","north_america","44.028778","-88.592528","false","2022-09-05 12:05:22 PDT"
"lleidasupercharger","Lleida Supercharger","supercharger","S N La Variant Torrefarera, Catalunya Spain 25123","Torrefarera","","25123","Spain","europe","41.663959","0.605371","false","2022-09-05 12:05:22 PDT"
"kriegstettensupercharger","Kriegstetten Supercharger","supercharger","Hauptstrasse 61 4566 Kriegstetten Switzerland","Kriegstetten","","4566","Switzerland","europe","47.175529","7.598728","false","2022-09-05 12:05:22 PDT"
"dc30403","Ledgestone Hotel","destination charger","2585 E Jennings Wy Elko, Nevada 89801","Elko","Nevada","89801","United States","north_america","40.854041","-115.750023","false","2022-09-05 12:05:22 PDT"
"dc18710","Hideaway House","destination charger","Helebridge Road, Bude, Cornwall EX23 0HY United Kingdom","Bude","Cornwall","EX23 0HY","United Kingdom","europe","50.804713","-4.524367","false","2022-09-05 12:05:22 PDT"
"dc18712","Hotel Arc-en-ciel","destination charger","Egglistrasse 24, Gstaad 3780 Switzerland","Gstaad","","3780","Switzerland","europe","46.467941","7.283442","false","2022-09-05 12:05:22 PDT"
"dc30414","Stockland Merrylands","destination charger","McFarlane St & Pitt Street Merrylands NSW 2160","Merrylands","","NSW 2160","Australia","asia_pacific","-33.83346","150.987337","false","2022-09-05 12:05:22 PDT"
"dc43728","Manor By The Lake","destination charger","Hatherley Ln, Cheltenham,  GL51 6PN United Kingdom","Cheltenham","","GL51 6PN","United Kingdom","europe","51.892218","-2.126606","false","2022-09-05 12:05:22 PDT"
"dc1712","Sheraton on the park","destination charger","161 Elizabeth St Sydney NSW 2000","Sydney","","NSW 2000","Australia","asia_pacific","-33.8719208","151.2097203","false","2022-09-05 12:05:22 PDT"
"dc17448","Four Seasons Hotel Mexico, D.F.","destination charger","Paseo de la Reforma 500 Juarez Cuauhtemoc, Ciudad de Mexico 06600","Cuauhtemoc","Ciudad de Mexico","6600","Mexico","north_america","19.423082","-99.174307","false","2022-09-05 12:05:22 PDT"
"narbonnesupercharger","Narbonne Supercharger","supercharger","Novotel Hotel 130 Rue de L'Hotellerie  Narbonne  11100","Narbonne","","11100","France","europe","43.1685194","2.9850479","false","2022-09-05 12:05:22 PDT"
"munchbergnordsupercharger","Münchberg-Nord Supercharger","supercharger","Euro Rastpark Münchberg 12 August-Horch-Strasse, Münchberg,  95213","Münchberg","","95213","Germany","europe","50.202872","11.776552","false","2022-09-05 12:05:22 PDT"
"dc18777","Holiday Inn Garden Court Wolverhampton","destination charger","Gorsebrook Road, Wolverhampton,  WV6 0PE United Kingdom","Wolverhampton","","WV6 0PE","United Kingdom","europe","52.603618","-2.141018","false","2022-09-05 12:05:22 PDT"
"dc29424","Los Amigos: Central Park Tulum","destination charger","Calle 4 sur mza 20 lote 1  Zona1 Tulum, Quintana Roo 77780","Tulum","","77780","Mexico","north_america","20.2015678","-87.4705092","false","2022-09-05 12:05:22 PDT"
"tarrytownsupercharger","Tarrytown Supercharger","supercharger","600 White Plains Road Tarrytown, New York  United States 10591-5104","Tarrytown","NY","10591-5104","United States","north_america","41.0615","-73.836457","false","2022-09-05 12:05:22 PDT"
"dc1775","La Quinta Inn & Suites Palestine","destination charger","3000 South Loop 256 Palestine, TX 75801","Palestine","TX","75801","United States","north_america","31.734028","-95.6294049","false","2022-09-05 12:05:22 PDT"
"dc16104","Hotel 't Sandt","destination charger","Zand 17-19 , 2000 Antwerpen, Belgium","Antwerpen","","2000","Belgium","europe","51.219434","4.396362","false","2022-09-05 12:05:22 PDT"
"dc17434","Landal Amerongse Berg","destination charger","Dwarsweg 73a","Overberg","","3959 AE","Netherlands","europe","52.031574","5.518599","false","2022-09-05 12:05:22 PDT"
"dc29415","El Corte Ingles Puerto Banus","destination charger","Av Ramon Areces, s/n, Marbella 29660 Spain","Marbella","","29660","Spain","europe","36.490589","-4.951873","false","2022-09-05 12:05:22 PDT"
"dc1778","Best Western Plus Black Oak","destination charger","1135 24th St Paso Robles, CA 93446","Paso Robles","CA","93446","United States","north_america","35.6410124","-120.6872712","false","2022-09-05 12:05:22 PDT"
"dc1779","Oxford Suites Chico","destination charger","2035 Business Ln Chico, CA 95928","Chico","CA","95928","United States","north_america","39.7248144","-121.8056562","false","2022-09-05 12:05:22 PDT"
"mealhadasupercharger","Mealhada Supercharger","supercharger","R. São Domingos 20 3050-983 Mealhada","Mealhada","Aveiro","3050-983","Portugal","europe","40.373063","-8.480547","false","2022-09-05 12:05:22 PDT"
"aberdeenwashingtonsupercharger","Aberdeen Supercharger","supercharger","416 Wishkah Street  Aberdeen, Washington  United States 98520-4133","Aberdeen","WA","98520-4133","United States","north_america","46.976679","-123.813485","false","2022-09-05 12:05:22 PDT"
"dc29402","City Express Nuevo Laredo","destination charger","Avenida Cesar Lopez de Lara 3940  Militar II Nuevo Laredo, Tamaulipas 88289","Nuevo Laredo","Tamaulipas","88289","Mexico","north_america","27.461639","-99.51837","false","2022-09-05 12:05:22 PDT"
"dc18740","Supermercados Internacionales HEB, S.A. de C.V. Leon","destination charger","Blvd. Cerro Gordo del Campestre #401 Col. Lomas del Campestre Leon, Guanajuato 37150","Leon","Guanajuato","37150","Mexico","north_america","21.157922","-101.702344","false","2022-09-05 12:05:22 PDT"
"dc43775","Schloss Huenigen Boutiquehotel","destination charger","Freimettigenstr. 9, 3510 Konolfingen, Switzerland","Konolfingen","","3510","Switzerland","europe","46.872814","7.622627","false","2022-09-05 12:05:22 PDT"
"dc53108","Farmer Kapusany","standard charger","Bardejovska 17 082 12 Kapusany Slovakia","Kapusany","","082 12","Slovakia","europe","49.053058","21.337589","false","2022-09-05 12:05:22 PDT"
"dc53109","Hotel Savoy","destination charger","Harrachova 23, 54351 Spindleruv Mlyn, Czech Republic","Spindleruv Mlyn","","54351","Czech Republic","europe","50.726894","15.605488","false","2022-09-05 12:05:22 PDT"
"dc16143","Taste Kitchen","destination charger","Rheiner Landstraße 1a, 49205 Hasbergen, Germany","Hasbergen","Niedersachsen","49205","Germany","europe","52.266109","7.965902","false","2022-09-05 12:05:22 PDT"
"dc17484","Paseo Santiago","destination charger","Paseo de la Garza 87  Santa Fe Corregidora, Queretaro 76900","Corregidora","Queretaro","76900","Mexico","north_america","20.5902726","-100.4488621","false","2022-09-05 12:05:22 PDT"
"dc43785","Pytloun Grand Hotel Imperial","standard charger","1. maje 757/29, 460 07 Liberec, Czech Republic","Liberec","","460 07","Czech Republic","europe","50.764038","15.050228","false","2022-09-05 12:05:22 PDT"
"dc43786","Hotel Gleboczek Vine Resort & SPA","destination charger","Wielki Gleboczek 1, 87-313 Brzozie, Poland","Brzozie","","87-313","Poland","europe","53.317699","19.558323","false","2022-09-05 12:05:22 PDT"
"tauposupercharger","Taupo Supercharger","supercharger","1 Kaimanawa Street Taupo, Waikato New Zealand 3330","Taupo","","3330","New Zealand","asia_pacific","-38.692628","176.075996","false","2022-09-05 12:05:22 PDT"
"dc43782","Pytloun Wellness Hotel Harrachov","destination charger","Ryzoviste 489, 51246 Harrachov, Czech Republic","Harrachov","","51246","Czech Republic","europe","50.761773","15.44702","false","2022-09-05 12:05:22 PDT"
"dc29452","Dimora Tre Cancelli","destination charger","Contrada tre Cancelli, snc, 75019 Tricarico, Italy","Tricarico","","75019","Italy","europe","40.640931","16.061552","false","2022-09-05 12:05:22 PDT"
"dc54459","花の宿　にしき園","destination charger","〒0868-72-0640 岡山県美作市湯郷840-1","美作市","岡山県","","Japan","asia_pacific","34.99194","134.134086","false","2022-09-05 12:05:22 PDT"
"dc17468","Restaurant Del Arte","destination charger","12 Boulevard de Verdun , Saint-Quentin,  02100 France","Saint-Quentin","","2100","France","europe","49.84529","3.276931","false","2022-09-05 12:05:22 PDT"
"dc16137","Gravetye Manor","destination charger","Gravetye Manor Vowels Ln, West Hoathly RH19 4LJ United Kingdom","West Hoathly","","RH19 4LJ","United Kingdom","europe","51.089302","-0.056507","false","2022-09-05 12:05:22 PDT"
"dc17467","Ristorante Del Arte","destination charger","Rue de la Ferme Pierquin, Bétheny,  51450 France","Bétheny","","51450","France","europe","49.285889","4.03038","false","2022-09-05 12:05:22 PDT"
"dc18794","The Kimpton Hotel Zamora","destination charger","3701 Gulf Blvd St Pete Beach, Florida 33706","St Pete Beach","Florida","33706","United States","north_america","27.713528","-82.737193","false","2022-09-05 12:05:22 PDT"
"dc43799","Comfort Inn","destination charger","1070 W 1250 S Richfield, Utah 84701","Richfield","Utah","84701","United States","north_america","38.750689","-112.103946","false","2022-09-05 12:05:22 PDT"
"dc29448","Hotel Eastlund","destination charger","1021 NE Grand Ave Portland, Oregon 97232","Portland","OR","97232","United States","north_america","45.530299","-122.660825","false","2022-09-05 12:05:22 PDT"
"dc67769","Maria de Nadie Hotel Boutique","destination charger","Belisario Dominguez  entre Rosaura Zapata e Ignacio Zaragoza Cd Constitucion, Baja California Sur 23600","Cd Constitucion","Baja California Sur","23600","Mexico","north_america","25.0245","-111.667046","false","2022-09-05 12:05:22 PDT"
"dc30497","Hotel Kernen","destination charger","Dorfstrasse 58, 3778 Schoenried Gstaad, Switzerland","Schoenried Gstaad","","3778","Switzerland","europe","46.504419","7.290361","false","2022-09-05 12:05:22 PDT"
"dc53117","Calgary PPF","destination charger","7845 Flint Rd SE Calgary, Alberta T2H 1G3","Calgary","Alberta","T2H 1G3","Canada","north_america","50.983459","-114.069543","false","2022-09-05 12:05:22 PDT"
"dc17452","Sheraton Ambassador Monterrey","destination charger","Miguel Hidalgo 310 Ote Centro Monterrey, Nuevo Leon 64000","Monterrey","Nuevo Leon","64000","Mexico","north_america","25.66618","-100.313728","false","2022-09-05 12:05:22 PDT"
"granthamsupercharger","Grantham Supercharger","supercharger","Gonerby Moor  Grantham, Lincolnshire  United Kingdom NG32 2AB","Grantham","","","United Kingdom","europe","52.9486","-0.678092","false","2022-09-05 12:05:22 PDT"
"dc67757","Mision Catavina","destination charger","Carretera Transpeninsular 179 Conjunto Residencial Catavina Catavina, Baja California 22965","Catavina","Baja California","22965","Mexico","north_america","29.728192","-114.719079","false","2022-09-05 12:05:22 PDT"
"dc41145","The Swan Hotel","destination charger","Market Place, Southwold,  IP18 6EG United Kingdom","Southwold","","IP18 6EG","United Kingdom","europe","52.326206","1.679486","false","2022-09-05 12:05:22 PDT"
"dc29432","Eco hotel Bonapace","destination charger","via Strada Piccola, 15, 38069 Torbole, Italy","Torbole","","38069","Italy","europe","45.874185","10.877505","false","2022-09-05 12:05:22 PDT"
"dc43735","Haven Hall","standard charger","5  Howard Rd, Shanklin,  PO37 6HD United Kingdom","Shanklin","","PO37 6HD","United Kingdom","europe","50.636882","-1.170496","false","2022-09-05 12:05:22 PDT"
"duivensupercharger","Duiven Supercharger","supercharger","Impuls 2 6921 RK Duiven Netherlands","Duiven","","6921 RK","Netherlands","europe","51.959482","6.021093","false","2022-09-05 12:05:22 PDT"
"dc31761","Les Hôtels de Beauval","destination charger","Route de Beauval, Saint Aignan sur Cher,  41110 France","Saint Aignan sur Cher","","41110","France","europe","47.249849","1.360437","false","2022-09-05 12:05:22 PDT"
"lynnwoodsupercharger","Lynnwood, WA Supercharger","supercharger","2902 164th Street SW Lynnwood, Washington United States 98087","Lynnwood","WA","98087","United States","north_america","47.846714","-122.271389","false","2022-09-05 12:05:22 PDT"
"dc31765","Gut Weissenhof","destination charger","Weissenhof 6, 5550 Radstadt, Austria, Radstadt 5550 Austria","Radstadt","","5550","Austria","europe","47.375503","13.472954","false","2022-09-05 12:05:22 PDT"
"dc28166","黃慶果園民宿","destination charger","546 南投縣仁愛鄉仁和路217之3號","仁愛鄉","","","Taiwan","asia_pacific","24.06518","121.167247","false","2022-09-05 12:05:22 PDT"
"dc28164","福灣莊園","destination charger","928 屏東縣東港鎮大鵬路100號","東港鎮","","","Taiwan","asia_pacific","22.459181","120.481833","false","2022-09-05 12:05:22 PDT"
"charnockrichardsupercharger","Charnock Richard Supercharger","supercharger","M6 Junction 27/28  Charley, United Kingdom   PR7 5LR","Charley","ABD","PR7 5LR","United Kingdom","europe","53.6305","-2.692696","false","2022-09-05 12:05:22 PDT"
"dc31704","La Capital","destination charger","Calle Washington 1400 Centro Monterrey, Nuevo Leon 64000","Monterrey","Nuevo Leon","64000","Mexico","north_america","25.67278","-100.299522","false","2022-09-05 12:05:22 PDT"
"dc41197","Holiday Inn Hotel & Suites St. Paul NE","destination charger","8511 Hudson Blvd Lake Elmo, Minnesota 55042","Lake Elmo","Minnesota","55042","United States","north_america","44.951908","-92.93233","false","2022-09-05 12:05:22 PDT"
"dc617412","Blue Hills Honey (Australian Quality Honey Pty Ltd)","destination charger","1858 Mawbanna Road Mawbanna TAS 7321","Mawbanna","TAS","TAS 7321","Australia","asia_pacific","-40.981978","145.38096","false","2022-09-05 12:05:22 PDT"
"dc617415","Amarna Luxury Beach Resort","destination charger","16 Christmas Bush Avenue Nelson Bay NSW 2315","Nelson Bay","NSW","NSW 2315","Australia","asia_pacific","-32.719486","152.135814","false","2022-09-05 12:05:22 PDT"
"custersupercharger","Custer, SD Supercharger","supercharger","800 Mount Rushmore Road Custer, South Dakota United States 57730-2033","Custer","SD","57730-2033","United States","north_america","43.767154","-103.59432","false","2022-09-05 12:05:22 PDT"
"dc1796","Best Western Plus Hilltop Inn","destination charger","2300 Hilltop Dr Redding, CA 96002","Redding","CA","96002","United States","north_america","40.57403","-122.358323","false","2022-09-05 12:05:22 PDT"
"richfieldsupercharger","Richfield, UT Supercharger","supercharger","Holiday Inn Express Richfield 20 W 1400 N  Richfield, UT 84701","Richfield","UT","84701","United States","north_america","38.78799","-112.085173","false","2022-09-05 12:05:22 PDT"
"dc1798","Best Western Plus Yosemite Gateway Inn","destination charger","40530 Highway 41 Oakhurst, CA 93644","Oakhurst","CA","93644","United States","north_america","37.336027","-119.64585","false","2022-09-05 12:05:22 PDT"
"downeysupercharger","Downey, CA - Lakewood Boulevard Supercharger","supercharger","9500 Lakewood Boulevard Downey, California United States 90240-3307","Downey","CA","90240-3307","United States","north_america","33.953385","-118.112905","false","2022-09-05 12:05:22 PDT"
"dc534641","Four Points by Sheraton Sesimbra","standard charger","Rua 4 de Maio, Altinho de São João 50, 2970-621 Sesimbra, Portugal","Sesimbra","","2970-621","Portugal","europe","38.447555","-9.106884","false","2022-09-05 12:05:22 PDT"
